x,n,p,Ec,Ev,EFn,EFp
0.0,4.8930036949875864e16,5.821627746248289e24,1.1050000000000004,-0.01499999999999968,0.5836923849285335,-1.0485323073914079e-10
5.208333333333333e-9,4.76908629217571e16,5.96973455969158e24,1.1056494683678606,-0.014350531632139507,0.5836787072618764,-1.508627134008291e-10
1.0416666666666666e-8,4.753237636188153e16,5.981915997406396e24,1.1057021664223088,-0.014297833577691321,0.5836453507286811,-1.9576775539621963e-10
1.5625e-8,4.744351678476304e16,5.981987377897758e24,1.1057024748604842,-0.014297525139515876,0.5835972848191594,-2.402655522623162e-10
2.083333333333333e-8,4.734224315416014e16,5.980937058337354e24,1.1056979353140317,-0.014302064685968396,0.5835375022304043,-2.8448111829671555e-10
2.6041666666666663e-8,4.722435954935172e16,5.979721154485287e24,1.105692679113461,-0.014307320886539188,0.5834677934975918,-3.2846329974587015e-10
3.125e-8,4.709135389090646e16,5.978418800566051e24,1.1056870480177778,-0.014312951982222266,0.583389248474681,-3.722432933751686e-10
3.645833333333333e-8,4.694475335478691e16,5.977032326590265e24,1.105681051859988,-0.014318948140012111,0.5833026466812515,-4.158416309764442e-10
4.166666666666666e-8,4.678558267883802e16,5.975557073500638e24,1.1056746702298614,-0.014325329770138673,0.5832084624375787,-4.5927178270247503e-10
4.6874999999999995e-8,4.661473514232453e16,5.973987468656508e24,1.1056678787270142,-0.014332121272985887,0.5831070940530548,-5.025469574986548e-10
5.2083333333333327e-8,4.6432764972331336e16,5.972317537856614e24,1.1056606511686118,-0.014339348831388321,0.582998750424099,-5.456735725887548e-10
5.729166666666666e-8,4.624020698173069e16,5.97054093077553e24,1.1056529596929012,-0.01434704030709888,0.5828836270577117,-5.886602901434215e-10
6.25e-8,4.603754489697083e16,5.968650902871179e24,1.105644774673701,-0.01435522532629907,0.5827618885873522,-6.315124430177458e-10
6.770833333333333e-8,4.582511849378404e16,5.966640292401452e24,1.1056360646127512,-0.014363935387248894,0.5826336161946394,-6.742356471174876e-10
7.291666666666666e-8,4.560326187114209e16,5.964501495880168e24,1.105626796024227,-0.01437320397577313,0.5824988844054013,-7.16834225762396e-10
7.812499999999999e-8,4.537230376732219e16,5.962226442220766e24,1.1056169333123336,-0.014383066687666535,0.5823577613570494,-7.593122876135363e-10
8.333333333333333e-8,4.513256623034969e16,5.959806565549749e24,1.1056064386417477,-0.014393561358252427,0.5822103081062131,-8.01675600653793e-10
8.854166666666666e-8,4.488429747785823e16,5.957232776649051e24,1.1055952718005564,-0.014404728199443717,0.5820565399846408,-8.439264713192723e-10
9.374999999999999e-8,4.462774457302923e16,5.954495432988077e24,1.1055833900553154,-0.014416609944684744,0.5818964675904097,-8.860695737578758e-10
9.895833333333332e-8,4.4363153609608536e16,5.951584307307865e24,1.1055707479978354,-0.014429252002164716,0.5817300968747011,-9.281083829400447e-10
1.0416666666666665e-7,4.409076989834096e16,5.94848855472659e24,1.1055572973833172,-0.014442702616682901,0.5815574292209794,-9.70045421792123e-10
1.0937499999999999e-7,4.381083815481181e16,5.945196678337883e24,1.1055429869594215,-0.014457013040578559,0.5813784615172266,-1.0118847712499073e-9
1.1458333333333332e-7,4.352359478585523e16,5.941696493280979e24,1.1055277622858641,-0.014472237714135971,0.5811931815278121,-1.0536310241202998e-9
1.1979166666666665e-7,4.3229245673823176e16,5.937975089271386e24,1.1055115655441332,-0.014488434455866894,0.5810015543945921,-1.0952863923553965e-9
1.25e-7,4.292799799141926e16,5.934018791587716e24,1.1054943353369024,-0.014505664663097662,0.5808035410883042,-1.136854589674895e-9
1.302083333333333e-7,4.262006035303535e16,5.92981312052249e24,1.1054760064767297,-0.014523993523270384,0.5805990984039527,-1.178338242621231e-9
