x,n,p,Ec,Ev,EFn,EFp
2.1875e-6,3.000465804138663e21,7.015403664716577e17,-0.8832593004295797,0.23674069957042043,0.0004225996179474301,-0.4563964260945692
2.204861111111111e-6,3.000530769037439e21,7.181770908917644e17,-0.8832598906871896,0.23674010931281053,0.00042256909155189885,-0.45700292886276817
2.222222222222222e-6,3.0005857489976673e21,7.347630255407323e17,-0.8832603950517566,0.23673960494824353,0.00042253841947759375,-0.45759368219995766
2.239583333333333e-6,3.0006327860292973e21,7.512981367834866e17,-0.8832608311200696,0.23673916887993052,0.00042250760263914396,-0.45816944227965184
2.2569444444444443e-6,3.000673502502757e21,7.67782460571519e17,-0.8832612128717976,0.2367387871282025,0.00042247664195961445,-0.45873091271123856
2.2743055555555553e-6,3.000709187382858e21,7.842160895587082e17,-0.8832615514130424,0.2367384485869577,0.0004224455383708259,-0.4592787492535777
2.2916666666666666e-6,3.0007408647473453e21,8.005991624713247e17,-0.8832618555670573,0.23673814443294283,0.00042241429280774975,-0.4598135640198821
2.3090277777777775e-6,3.000769348227984e21,8.169318553519222e17,-0.8832621323435372,0.23673786765646287,0.00042238290620786765,-0.46033592923698813
2.326388888888889e-6,3.000795284264235e21,8.332143715601624e17,-0.8832623873114418,0.2367376126885583,0.0004223513795037506,-0.46084638052663557
2.34375e-6,3.000819186465492e21,8.494469259164859e17,-0.8832626248951829,0.23673737510481718,0.0004223197135886316,-0.4613454196350602
2.361111111111111e-6,3.0008414629186047e21,8.65629752793001e17,-0.8832628486099194,0.23673715139008067,0.0004222879093562963,-0.4618335175754203
2.378472222222222e-6,3.0008624378791073e21,8.817631021349431e17,-0.8832630612484902,0.23673693875150992,0.0004222559676957423,-0.4623111170757448
2.395833333333333e-6,3.000882369004247e21,8.978472362048183e17,-0.883263265029905,0.23673673497009506,0.0004222238894967623,-0.4627786347898248
2.4131944444444443e-6,3.000901461043112e21,9.138824269205261e17,-0.8832634617173216,0.2367365382826785,0.00042219167564272773,-0.4632364632977273
2.4305555555555552e-6,3.0009198767131045e21,9.298689536822186e17,-0.8832636527117579,0.23673634728824222,0.0004221593270138288,-0.4636849729192439
2.4479166666666666e-6,3.000937745339952e21,9.458071015998719e17,-0.8832638391265402,0.23673616087345994,0.0004221268444868106,-0.46412451336066085
2.4652777777777775e-6,3.0009551697222036e21,9.616971600493211e17,-0.8832640218464478,0.2367359781535523,0.00042209422893138045,-0.46455541521275473
2.482638888888889e-6,3.000972231580426e21,9.775394120839928e17,-0.8832642015746943,0.2367357984253058,0.000422061481188225,-0.46497799106675886
2.4999999999999998e-6,3.000988995888569e21,9.933341300095859e17,-0.8832643788702494,0.23673562112975066,0.0004220286020580805,-0.46539253668951097
2.517361111111111e-6,3.001005514320143e21,1.0090815877734676e18,-0.8832645541774982,0.23673544582250194,0.0004219955923370042,-0.46579933252418554
2.534722222222222e-6,3.0010218279816166e21,1.0247820603340888e18,-0.8832647278497934,0.23673527215020673,0.00042196245281456136,-0.46619864472910266
2.552083333333333e-6,3.0010379695852167e21,1.0404358231494867e18,-0.8832649001681716,0.2367350998318285,0.000421929184278249,-0.4665907261301853
